total_income,loan_amount,term,interest_rate,own_car,own_house,nr_children,income_type,education_type,family_status,housing_type,region_population_ratio,days_birth,days_employed,days_registration,mobile_number,phone_number,email,days_phone_change,occupation_type,family_count,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,Default
157500.0,855000.0,36,3.8818372189403423,Y,N,0,State servant,Secondary / secondary special,Married,House,0.00702,-14313,-6923,-8459.0,1,0,0,-1672.0,Medicine staff,2.0,,0.5178054970091112,,0,1,0,0,0
180000.0,540000.0,36,3.2648686905849837,N,N,1,Commercial associate,Secondary / secondary special,Married,With parents,0.035792,-10148,-1450,-7122.0,1,0,0,0.0,Low-skill Laborers,3.0,,0.4203926713957015,0.4578995512067301,0,1,0,0,0
135000.0,474183.0,12,3.598496700042329,N,Y,0,Working,Higher education,Widow,Rented studio,0.008575,-22488,-5406,-5782.0,1,0,0,-146.0,Medicine staff,1.0,,0.6610005147301687,0.3706496323299817,0,1,0,0,0
121500.0,497520.0,12,3.0861568907677737,N,Y,0,Working,Secondary / secondary special,Married,House,0.0072739999999999,-11923,-779,-231.0,1,0,0,-970.0,Sales staff,2.0,0.2349057103677514,0.5476322021173169,0.5280927512030451,0,1,0,0,1
45900.0,143910.0,12,3.337951305915648,N,N,0,Pensioner,Secondary / secondary special,Widow,Rented studio,0.016612,-20753,365243,-12490.0,1,0,0,-485.0,,1.0,0.8018715817401303,0.2519512180421919,0.5673792367572691,0,1,0,0,0
112500.0,467257.5,18,4.086898787308684,Y,Y,0,Commercial associate,Secondary / secondary special,Married,Co-op house,0.005144,-11179,-2545,-990.0,1,0,0,-2121.0,Laborers,2.0,,0.5534868296995811,0.6545292802242897,0,1,0,0,0
157500.0,900000.0,30,3.2285638285126192,N,N,0,Commercial associate,Higher education,Married,Apartment,0.026392,-21040,-5441,-2604.0,1,0,0,-640.0,Managers,2.0,,0.7062832600332147,0.1745642655572634,0,1,0,0,0
225000.0,601470.0,42,3.4944746500037884,N,Y,0,Pensioner,Secondary / secondary special,Married,House,0.018634,-21047,365243,-9174.0,1,0,0,-1553.0,,2.0,0.6551771237425087,0.0218473909752259,0.3185955240537633,0,1,0,0,0
180000.0,675000.0,36,2.7726740873342663,N,Y,0,Working,Higher education,Married,Apartment,0.026392,-13257,-1968,-7243.0,1,1,0,-1249.0,Sales staff,2.0,,0.5835753549364561,0.6127042441012546,0,1,0,0,0
112500.0,454500.0,42,4.8459489428327975,Y,N,0,Working,Secondary / secondary special,Separated,House,0.030755,-13646,-763,-4753.0,1,1,0,-246.0,Laborers,1.0,,0.4819088931029256,0.3328505641648731,0,1,0,0,0
72000.0,265851.0,36,2.951201379749499,N,N,0,State servant,Secondary / secondary special,Married,Apartment,0.016612,-14001,-4530,-3886.0,1,1,0,-2357.0,Medicine staff,2.0,0.3844334738341487,0.5306545404141563,0.2925880073368475,0,1,0,0,0
202500.0,675000.0,42,2.8318466673860523,N,Y,0,Working,Higher education,Married,Rented room,0.026392,-19177,-661,-6453.0,1,1,0,-146.0,,2.0,0.2816794819214385,0.6877928675460813,0.4543210601605785,0,1,0,0,0
94500.0,755190.0,24,3.444076654652752,N,Y,0,Pensioner,Secondary / secondary special,Married,Co-op house,0.025164,-20949,365243,-5666.0,1,1,0,-1218.0,,2.0,,0.7027370528751131,0.7557400501752248,0,0,0,0,0
202500.0,1022022.0,30,1.8954187893259236,N,Y,0,Working,Secondary / secondary special,Single / not married,House,0.022625,-17803,-10079,-5941.0,1,1,0,-1500.0,Core staff,1.0,0.8520659720680321,0.5537354157562401,0.2250868621163805,0,1,0,0,0
157500.0,276277.5,12,3.523508083769909,N,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House,0.072508,-11205,-85,-4822.0,1,0,0,-2404.0,,1.0,,0.7993041999308569,0.646329897706246,0,1,0,0,0
76500.0,276277.5,18,2.495857367611251,Y,N,1,State servant,Higher education,Single / not married,Apartment,0.0228,-14897,-3104,-8993.0,1,1,0,-552.0,Accountants,2.0,0.5678340601257345,0.5486775258203577,0.7530673920730478,0,1,0,0,0
171000.0,508500.0,12,3.295513641939166,Y,N,0,Working,Secondary / secondary special,Married,Apartment,0.0145199999999999,-16501,-2848,-6212.0,1,0,0,-1758.0,,2.0,0.0809965584514051,0.3144074714444937,0.7981372313187245,0,1,0,0,0
72000.0,364896.0,18,3.5700952578481626,N,Y,0,Pensioner,Secondary / secondary special,Married,House,0.005002,-21440,365243,-10449.0,1,1,1,-2079.0,,2.0,0.7025125781611188,0.718836053974528,0.8106180215523969,0,0,0,0,0
112500.0,450000.0,42,3.2805354638580244,N,Y,0,Commercial associate,Higher education,Married,Co-op house,0.026392,-21444,-1516,-13239.0,1,0,0,-2303.0,Managers,2.0,0.9075587734007334,0.7282788166736517,0.656158373001177,0,1,0,0,0
202500.0,264888.0,36,3.497451560463451,N,Y,0,Pensioner,Secondary / secondary special,Married,Apartment,0.010147,-20977,365243,-5579.0,1,1,0,-2368.0,,2.0,,0.7744101150559669,0.1997705696341145,0,1,0,0,0
76500.0,675000.0,12,4.229182558041093,N,Y,2,Working,Secondary / secondary special,Married,Municipal apartment,0.0105,-14060,-1684,-1921.0,1,1,0,-1359.0,Sales staff,4.0,0.3905384839796007,0.6092394159378278,0.6127042441012546,0,1,0,0,0
157500.0,544491.0,12,3.085278519201421,N,Y,0,Working,Secondary / secondary special,Separated,House,0.006305,-16626,-5637,-5806.0,1,0,0,-1096.0,,1.0,,0.6542850785044485,0.6690566947824041,0,1,0,0,0
67500.0,339241.5,30,2.911711527333194,N,N,0,Working,Secondary / secondary special,Married,House,0.020246,-14655,-5048,-2564.0,1,0,0,-2256.0,Cleaning staff,2.0,,0.4366708961865809,0.8245949709919925,0,1,0,0,0
112500.0,135000.0,12,3.381542026034508,Y,Y,0,Working,Secondary / secondary special,Married,House,0.019101,-8884,-303,-3722.0,1,1,0,-886.0,Core staff,2.0,0.4764651350507771,0.2858978721410488,0.5638350489514956,0,0,0,0,0
67500.0,152820.0,12,3.141222150759994,N,Y,0,Working,Higher education,Single / not married,Apartment,0.0084739999999999,-9916,-2894,-9915.0,1,1,0,-224.0,Sales staff,1.0,0.3181472578883236,0.1869630201008806,0.7713615919194317,0,0,0,1,0
225000.0,630000.0,48,4.215617525935135,N,N,1,Working,Secondary / secondary special,Separated,Rented room,0.008019,-15509,-8102,-1281.0,1,0,0,-528.0,Managers,2.0,,0.4400842474273349,,0,1,0,0,0
157500.0,485640.0,36,3.75651474103085,Y,N,0,Commercial associate,Higher education,Single / not married,Apartment,0.018029,-10513,-2355,-4456.0,1,1,0,-1942.0,Core staff,1.0,0.6463965834419451,0.5836763203556443,,0,0,0,0,0
135000.0,450000.0,42,3.3295552890781694,N,N,0,Pensioner,Secondary / secondary special,Widow,Apartment,0.031329,-20032,365243,-4121.0,1,0,0,-941.0,,1.0,,0.0637517411107219,0.2091546988410069,0,1,0,0,0
112500.0,127350.0,36,2.918133118297816,N,N,0,Working,Higher education,Married,Municipal apartment,0.010032,-16412,-2526,-2796.0,1,0,0,-2411.0,Core staff,2.0,0.8319069191728525,0.7678807083796908,0.746300213050371,0,1,0,0,0
315000.0,1569051.0,36,3.3383326045244743,Y,Y,0,Working,Secondary / secondary special,Married,Apartment,0.020246,-19311,-4216,-4989.0,1,0,0,0.0,,2.0,,0.2566953167733748,0.2055981385493208,0,1,0,0,0
270000.0,1237684.5,30,2.5653407222804736,N,N,1,Commercial associate,Higher education,Civil marriage,House,0.01885,-14709,-1253,-4869.0,1,0,0,-2281.0,Sales staff,3.0,,0.5887631273061826,0.5513812618027899,0,1,0,0,0
135000.0,1078200.0,24,2.579428486123204,Y,Y,0,Working,Secondary / secondary special,Married,House,0.018029,-20522,-3562,-6705.0,1,0,0,-614.0,Drivers,2.0,,0.5176853768011184,0.1664055461839363,0,0,0,0,0
202500.0,127350.0,48,3.6093629825697633,N,N,0,Working,Higher education,Single / not married,With parents,0.006629,-10755,-580,-4581.0,1,1,0,0.0,,1.0,,0.5866489566508815,0.3910549766342248,0,1,0,0,0
81000.0,454500.0,12,3.0884530011338915,N,N,0,Commercial associate,Incomplete higher,Married,With parents,0.0105,-10153,-1555,-2182.0,1,0,0,-40.0,Sales staff,2.0,,0.1435362883888897,,0,1,0,0,0
270000.0,646920.0,12,3.6563561485866147,Y,N,0,Working,Secondary / secondary special,Married,Apartment,0.030755,-13703,-4441,-6553.0,1,0,0,-78.0,,2.0,0.5033197974322081,0.5930501895807793,0.1963339662134567,0,1,0,0,0
315000.0,1215000.0,42,3.0819782313498263,Y,N,0,State servant,Secondary / secondary special,Married,House,0.035792,-14092,-6155,-7150.0,1,1,0,-3060.0,Accountants,2.0,0.6962122739076709,0.6801166480676937,0.6832688314232291,0,1,0,0,0
112500.0,738000.0,42,3.9087488621940736,N,N,0,Working,Secondary / secondary special,Widow,Apartment,0.014464,-21718,-511,-16209.0,1,1,0,-1047.0,Cleaning staff,1.0,,0.2859559140656612,0.3031463744186309,0,1,0,0,0
94500.0,263686.5,48,4.045173616041114,N,Y,1,Pensioner,Secondary / secondary special,Single / not married,Co-op house,0.016612,-20871,365243,-14352.0,1,1,0,-318.0,,2.0,,0.6282457293943899,0.4471785780453068,0,0,0,1,0
135000.0,167121.0,18,3.382186646509619,N,N,0,Commercial associate,Higher education,Single / not married,Rented room,0.025164,-13574,-5149,-991.0,1,0,0,-510.0,Medicine staff,1.0,0.5053792448656721,0.7173619599593117,0.4418358231994413,0,1,0,0,0
144000.0,299250.0,12,2.806884992413586,N,Y,0,Working,Higher education,Single / not married,Rented room,0.031329,-11374,-544,-817.0,1,0,1,-1596.0,Accountants,1.0,0.4029033355149577,0.6287563100210568,0.7394117535524816,0,1,0,0,0
195750.0,761872.5,42,2.9128713981455348,N,Y,0,Pensioner,Secondary / secondary special,Widow,House,0.018029,-21867,365243,-7638.0,1,1,0,-1302.0,,1.0,0.8119443849214623,0.6141011396227696,0.6658549219640212,0,1,0,0,0
90000.0,497520.0,36,3.258505443966993,Y,Y,3,Working,Lower secondary,Married,Co-op house,0.019101,-12667,-753,-593.0,1,0,0,-1947.0,Drivers,5.0,,0.5551993623690471,0.524496446363472,0,1,0,0,0
90000.0,904500.0,60,3.0557831110780462,N,N,1,Working,Lower secondary,Married,Apartment,0.00733,-14138,-203,-5017.0,1,0,0,-1546.0,Cleaning staff,3.0,0.5318085640634277,0.2756493541896509,0.2896112383820055,0,1,0,0,0
54000.0,808650.0,48,2.8414415075953454,N,N,0,Commercial associate,Incomplete higher,Single / not married,With parents,0.008068,-10298,-128,-21.0,1,0,0,-1101.0,Sales staff,1.0,,0.2069290467306076,,0,1,0,0,0
81000.0,296280.0,18,3.45784361041299,N,Y,2,Working,Secondary / secondary special,Married,Apartment,0.018801,-12109,-4556,-5222.0,1,1,0,0.0,,4.0,,0.3078181622771944,0.6075573001388961,0,1,0,0,0
202500.0,1223010.0,24,2.613541723405808,N,N,0,Commercial associate,Secondary / secondary special,Married,Co-op house,0.00702,-22103,-6078,-2349.0,1,1,0,-2290.0,Core staff,2.0,,0.6266866933965973,0.445396241560834,0,0,0,0,0
157500.0,900000.0,42,3.4316204935217747,N,Y,2,Working,Secondary / secondary special,Married,Apartment,0.026392,-9751,-2648,-9744.0,1,0,0,-451.0,Medicine staff,4.0,,0.5787848914267469,0.5424451438613613,0,1,0,0,0
135000.0,781920.0,48,3.1035492220594314,N,N,0,Pensioner,Secondary / secondary special,Widow,Co-op house,0.010006,-24033,365243,-8817.0,1,1,0,-1639.0,,1.0,,0.1620346784028127,0.7407990879702335,0,0,0,0,0
103500.0,808650.0,48,3.5290356259259528,N,N,0,Working,Secondary / secondary special,Married,With parents,0.015221,-8281,-1235,-3112.0,1,0,0,-415.0,Laborers,2.0,,0.3140163682079328,0.3656165070113335,0,1,0,0,0
166500.0,345645.0,30,4.321236069939962,N,Y,1,Working,Secondary / secondary special,Married,Rented studio,0.022625,-18370,-9882,-7541.0,1,0,0,-984.0,Core staff,3.0,,0.3622330941071649,0.5585066276769286,0,1,0,0,0
382500.0,354276.0,12,3.593031037396013,Y,N,0,Working,Higher education,Married,Apartment,0.018801,-16467,-7929,-4217.0,1,0,0,-4.0,Core staff,2.0,0.6825303101114427,0.5541568697644853,0.3506958432829587,0,0,0,0,0
247500.0,533304.0,12,2.9337578408677203,Y,Y,1,Working,Secondary / secondary special,Married,Rented room,0.019101,-14091,-1397,-3570.0,1,0,0,-220.0,Laborers,3.0,,0.6430227180141985,0.7862666146611379,0,0,0,0,0
90000.0,247500.0,36,4.167443578330344,N,Y,0,Pensioner,Secondary / secondary special,Married,House,0.028663,-20935,365243,-1343.0,1,0,0,-280.0,,2.0,0.6518746198276625,0.4572406543910104,0.4686596550493113,0,0,0,0,0
247500.0,1096020.0,54,4.035494225686832,Y,N,1,State servant,Secondary / secondary special,Married,Rented studio,0.020713,-21198,-5222,-2538.0,1,0,0,0.0,Laborers,3.0,,0.5882759369707123,0.6006575372857061,0,1,0,0,1
180000.0,808650.0,48,3.92706653104581,N,Y,0,Commercial associate,Secondary / secondary special,Separated,House,0.018209,-20465,-8206,-2894.0,1,0,0,-2298.0,Medicine staff,1.0,0.6830434069251979,0.3835420450062073,0.4938628816996244,0,1,0,0,0
135000.0,900000.0,12,3.840975352679866,N,N,0,Pensioner,Secondary / secondary special,Married,House,0.026392,-20831,365243,-4022.0,1,0,0,-1582.0,,2.0,,0.7046065580160062,0.6785676886853644,0,1,0,0,0
202500.0,592560.0,48,3.692595331838418,N,Y,1,Working,Secondary / secondary special,Married,Co-op house,0.020246,-14647,-7484,-2754.0,1,1,0,-1546.0,Laborers,3.0,0.3367697134594273,0.157067660078247,0.3123653692278984,0,1,0,0,0
270000.0,1515415.5,30,2.037685255708749,N,Y,1,Pensioner,Higher education,Married,Rented room,0.018801,-20554,365243,-1773.0,1,0,0,-586.0,,3.0,,0.5940156220372277,0.5370699579791587,0,1,0,0,0
180000.0,675000.0,48,3.822948475288022,Y,Y,0,Working,Secondary / secondary special,Married,House,0.026392,-19313,-125,-4147.0,1,0,0,-19.0,Drivers,2.0,,0.6395870675036358,0.7180328113294772,0,1,0,0,0
121500.0,254700.0,12,3.7319403630786607,N,Y,0,Pensioner,Secondary / secondary special,Married,Co-op house,0.0196889999999999,-24040,365243,-1175.0,1,0,0,-1258.0,,2.0,,0.6331200983627823,0.6479768603302221,0,1,0,0,0
166500.0,1236816.0,60,2.6402953114258727,N,N,1,Working,Secondary / secondary special,Married,Municipal apartment,0.007114,-10075,-1866,-4318.0,1,1,0,-1742.0,Core staff,3.0,,0.5178983157610741,,0,1,0,0,0
166500.0,824823.0,36,3.4462012038320795,N,Y,0,Pensioner,Secondary / secondary special,Widow,House,0.018801,-18989,365243,-8161.0,1,0,0,0.0,,1.0,0.5174074093396825,0.1442150618132603,0.1376544619182607,0,0,0,0,0
180000.0,630000.0,24,3.268366322934505,N,Y,0,Working,Secondary / secondary special,Civil marriage,Rented room,0.032561,-11349,-3116,-8606.0,1,0,1,-307.0,,2.0,0.1705067182667094,0.7119440013797763,0.6738300778602003,0,0,0,0,0
180000.0,521280.0,36,3.272387719110104,Y,Y,0,Working,Secondary / secondary special,Civil marriage,House,0.031329,-10270,-1759,-6.0,1,0,0,-334.0,Sales staff,2.0,,0.0838855619737163,0.2340151665320674,0,1,0,0,1
135000.0,521280.0,36,3.6379412212203843,Y,N,1,Working,Secondary / secondary special,Separated,Municipal apartment,0.010006,-14881,-2005,-3241.0,1,0,0,-2931.0,High skill tech staff,2.0,0.6097067090080871,0.1950823887808852,,0,1,0,0,0
135000.0,716427.0,48,3.536769878762588,Y,N,0,Working,Secondary / secondary special,Married,With parents,0.010032,-12169,-801,-6291.0,1,0,1,0.0,Managers,2.0,0.4037159398630912,0.4523119412638841,,0,0,0,0,0
157500.0,1006920.0,60,3.134919112490577,N,Y,0,Working,Secondary / secondary special,Married,Co-op house,0.008625,-14996,-1458,-6716.0,1,0,0,-802.0,High skill tech staff,2.0,,0.1965907704979024,0.6594055320683344,0,1,0,0,0
180000.0,573408.0,12,3.917978861946212,Y,N,0,Working,Lower secondary,Married,House,0.0196889999999999,-14093,-1137,-2210.0,1,1,0,-1391.0,Laborers,2.0,,0.6423900015812459,0.3280631605201915,0,1,0,0,0
103500.0,76410.0,12,3.442986284154453,Y,Y,0,Commercial associate,Secondary / secondary special,Separated,House,0.030755,-15079,-608,-9083.0,1,0,0,-273.0,Laborers,1.0,0.7400076593221169,0.6163477647367122,0.5762088360175724,0,1,0,0,0
180000.0,334242.0,18,3.8770104913164487,N,N,1,Commercial associate,Secondary / secondary special,Separated,Apartment,0.008625,-11866,-1154,-5782.0,1,0,1,-1596.0,Sales staff,2.0,0.4283642605311661,0.5168280967969161,,0,1,0,0,1
180000.0,1314117.0,36,1.9621868280080297,N,Y,1,Working,Secondary / secondary special,Married,Apartment,0.035792,-14451,-119,0.0,1,0,1,-15.0,,3.0,0.2494014093649209,0.2390246964407895,0.6738300778602003,0,1,0,0,0
135000.0,1009566.0,48,2.7315052908082396,N,Y,1,Working,Higher education,Married,With parents,0.018634,-15324,-647,-1004.0,1,0,0,-259.0,Sales staff,3.0,0.299524531730129,0.0800102482667975,0.2032521136204725,0,1,0,0,0
225000.0,1319269.5,12,3.098181870344492,N,Y,0,Working,Secondary / secondary special,Civil marriage,House,0.0196889999999999,-21021,-14222,-8766.0,1,1,0,-1075.0,,2.0,,0.5522489077902445,0.6296742509538716,0,0,0,0,0
